user_id,last_10_interactions
1032,464 2946 1309 1057 1044 2397 2237 52 283 1119
1033,1811 2648 2383 829 3272 2603 2692 526 2528 1371
1034,168 561 467 1283 2383 361 1832 2650 2794 13
1035,2849 3030 801 2653 1316 2931 320 136 2067 2745
1036,652 3151 616 3220 2194 1491 1328 3473 951 73
1037,2862 1516 3167 1572 820 2418 2687 3667 1071 2465
1038,2256 1293 3677 1707 2470 1376 1747 164 2664 3418
1039,2248 1775 241 2510 2848 2784 3225 2828 1186 9
1040,3656 1337 728 1118 1238 1831 3402 2646 12 2828
1041,93 3476 452 3656 512 2354 2281 1573 2311 234
1042,3438 1463 3489 3474 204 1341 2768 580 2636 2387
1043,1304 793 2261 3287 1993 956 3482 674 3086 1168
1044,2480 2218 2409 1825 488 493 2295 3234 2468 1328
1045,2349 3272 528 2630 2603 2073 540 1511 408 752
1046,1526 3533 1133 1811 1376 1946 132 3638 809 611
1047,642 1201 168 2117 1501 830 1639 3085 2208 467
1048,723 2815 3589 1599 2332 838 2962 2262 633 1357
1049,1768 646 2833 1403 3692 3124 1868 802 2814 1573
1050,640 3272 3013 1560 2564 3423 3153 1543 2862 36
1051,1220 3389 2364 2672 3415 3417 386 950 1633 941
1052,494 3390 211 1811 287 2327 2402 1380 2633 3234
1053,1315 2774 1371 438 2920 527 2256 1668 1052 2370
1054,702 810 1545 1868 3187 1549 3600 1341 168 188
1055,1876 2829 1744 1535 934 3042 1633 1353 1444 3085
1056,3535 2515 3275 1788 2054 2122 406 1475 2800 2474
1057,2952 3674 1720 2980 1463 581 3673 1304 2768 1898
1058,3521 2342 2331 2297 2366 2646 971 2210 3694 1211
1059,863 1615 883 1811 2528 2281 208 2273 1726 785
1060,2484 802 2432 3690 2639 2139 2382 3677 482 2311
1061,1960 1770 99 2768 2836 1030 3113 1592 2250 3255
1062,2210 640 2354 650 2916 382 724 778 1422 405
1063,114 1377 1497 1393 2400 2265 1044 1543 584 3191
1064,3196 1170 1243 3442 642 1275 2836 3540 450 89
1065,312 188 79 1178 2056 73 220 1816 2959 1073
1066,320 2827 566 984 3046 2134 176 273 1223 2858
1067,241 215 1516 573 2510 93 3409 618 3096 579
1068,877 512 204 1725 700 128 2275 664 566 994
1069,3251 1687 3363 2354 2428 1427 724 382 650 1573
1070,2625 2218 3286 1617 1956 1445 2314 3238 2602 636
1071,1030 2791 3059 1337 399 2488 1916 3474 2828 2630
1072,3223 2494 1179 2543 868 2722 2453 1830 1787 1493
1073,2060 3317 1795 2335 2248 2492 3673 966 3131 2928
1074,2781 509 1111 1603 1044 2338 3335 1830 1545 3371
1075,3151 613 1699 3293 2345 3228 2630 3528 163 1501
1076,3125 2327 2076 124 2297 473 1559 1811 2402 1077
1077,1808 1932 1275 90 3055 3087 642 2215 3271 3545
1078,600 3365 3013 3272 3537 1316 444 2564 1341 1371
1079,3105 232 2224 2945 3448 1379 1912 309 3353 3116
1080,2282 1039 2515 1069 1011 1952 1318 2508 1721 498
1081,2345 79 2947 122 2580 1145 406 3376 901 2973
1082,1687 174 1725 1186 1652 2281 1811 1595 2355 2402
1083,2281 1560 3157 3701 1052 2132 2639 2342 3637 3692
1084,738 3353 2182 2155 134 2602 382 2580 1916 707
1085,2359 1657 3245 2031 3614 1997 3613 573 1559 28
1086,1726 382 487 3161 15 2117 2923 1461 584 467
1087,1946 2646 3142 772 3272 3382 3153 3409 1039 1887
1088,2484 1943 3184 2981 2005 3133 2402 1754 1350 857
1089,589 1590 228 1448 2625 1560 1371 438 3205 3365
1090,1337 488 880 3566 1104 92 2820 989 778 1456
1091,1462 1914 324 1127 583 3020 1956 1814 213 1092
1092,3131 3142 2828 1927 947 2874 666 1524 1621 1525
1093,922 3349 3131 1811 2370 2646 2774 1315 1337 1376
1094,983 3426 3418 1868 1337 1265 2591 829 472 2673
1095,3696 877 204 2326 512 2336 1536 1725 2278 2335
1096,1078 1753 1913 1855 2210 2732 2297 640 2630 2510
1097,331 1328 1018 1491 212 3388 1445 1108 2194 3511
1098,3262 1300 528 1848 3204 1376 472 1638 2664 640
1099,1211 1726 2165 2154 1223 3059 463 812 1583 2709
1100,3642 3487 3600 1700 312 1549 79 1884 2345 1670
1101,29 1184 2389 2890 2483 3665 1840 462 2548 367
1102,1916 2400 2169 3406 1691 3600 802 3121 2002 2174
1103,187 3576 1634 2924 2709 32 3031 3692 1040 3044
1104,498 375 911 2541 543 3473 2210 2510 1855 2688
1105,2443 2775 1459 1856 1804 1725 709 3600 1246 1630
1106,3600 1545 232 3334 516 382 2589 3021 216 1263
1107,646 1956 1814 2874 1374 220 2956 81 1001 3049
1108,3116 3142 2086 863 2732 1376 1912 3692 2528 829
1109,2849 2248 2205 989 1687 2916 234 1337 1086 2281
1110,2345 3501 1511 1341 1365 1216 2122 1633 922 1887
1111,132 1120 3171 3609 3000 253 2165 3557 2561 469
1112,2541 3053 2928 1078 3473 640 1375 2278 1849 1423
1113,1086 184 540 570 901 2256 1887 2370 3677 1545
1114,880 1995 175 2222 3060 2980 453 208 584 2373
1115,3329 601 2745 2603 3592 3008 784 1848 2763 622
1116,799 238 2185 498 1459 2914 1678 3358 1916 3311
1117,1422 2551 3133 2132 186 3005 382 2801 2589 979
1118,1811 1536 512 3583 1762 452 318 152 2071 2281
1119,3318 2331 2387 1731 1491 3668 202 2757 3350 2484
1120,1086 702 188 933 2186 1809 3694 813 1039 2327
1121,3013 152 3289 796 10 3585 1925 3155 1493 248
1122,2528 2800 1293 1811 37 3250 1799 3116 2410 1133
1123,2664 2256 2502 1102 3131 2327 3105 2470 3583 152
1124,1807 1996 746 361 2980 223 3448 1848 1710 2122
1125,772 2290 3427 1318 3400 1831 476 640 1560 2564
1126,570 3007 3427 3194 2527 849 312 779 3365 2946
1127,1083 2154 2389 401 3418 458 499 2732 1725 1536
1128,2091 395 2293 2688 620 523 375 498 10 3653
1129,2281 512 2354 1560 1371 3157 578 802 1669 3111
1130,1211 3694 1039 2630 2210 3294 2745 3317 3022 82
1131,43 3371 1187 467 2437 3256 2920 3019 3513 3335
1132,2387 1083 2956 2148 318 228 1928 1828 817 2031
1133,372 1362 1854 2587 204 2284 1652 3655 1140 2564
1134,2692 1142 3595 3286 3142 2862 2688 1505 426 1871
1135,3683 2512 2282 472 2510 3332 1223 3013 1186 512
1136,264 2802 3224 2800 2054 1928 1315 640 1337 232
1137,401 1775 922 1463 2256 494 3019 2933 829 236
1138,1677 526 332 772 3665 1825 182 1471 2342 2485
1139,2999 3432 3465 1814 220 583 2857 169 3022 1197
1140,3705 253 2798 3053 2306 135 1057 2154 2088 2732
1141,3238 1374 2968 2818 2757 3049 2980 2331 169 2602
1142,1968 3613 3412 1935 436 512 3432 2230 2116 620
1143,406 36 983 3228 1033 1436 1958 309 3113 3546
1144,3062 2293 2091 573 750 620 2009 436 256 498
1145,2677 2700 1086 1703 2376 3367 1065 309 2452 784
1146,3276 174 528 1044 636 3371 1037 1517 495 1272
1147,1411 3374 3475 65 1963 2977 611 2112 1001 1747
1148,2841 174 609 1796 1165 658 2373 382 1492 2769
1149,743 563 2194 3660 2874 339 1956 646 183 3180
1150,1086 1132 2353 1720 2574 312 2534 2789 2920 208
1151,1315 1560 3035 488 1868 2363 1456 1337 989 3133
1152,2354 724 1315 2572 1371 3157 221 3701 1278 2484
1153,3694 1039 1746 796 1223 3511 576 1471 1108 3408
1154,1078 2012 1252 515 2541 3511 2976 3408 104 3077
1155,3448 2236 2175 3608 3036 96 1101 3358 799 2536
1156,1746 2716 1510 2175 650 3529 463 902 1030 208
1157,3656 389 2370 3256 2068 120 467 186 2998 472
1158,1240 974 1848 917 1069 2335 3528 421 2165 3557
1159,790 3652 1762 2510 3692 2086 452 1560 3423 3151
1160,69 3153 3463 2915 1655 2076 3597 984 1218 361
1161,2175 476 487 1527 2090 3097 2442 1905 984 592
1162,658 1492 428 2474 429 2129 293 584 2427 3482
1163,1044 400 584 2980 3656 1375 1638 1848 472 183
1164,3216 1030 2036 3023 6 1403 169 320 763 1583
1165,1764 829 2114 6 2509 1340 3557 935 763 537
1166,2988 3396 2510 1293 3694 2293 1354 1548 1638 3655
1167,1828 124 2314 989 1543 1223 279 1583 2327 2366
1168,1984 3087 3360 3002 2198 890 1939 3321 563 2259
1169,232 120 79 188 2345 3656 1348 741 1180 1223
1170,3051 1356 3511 212 1096 1871 1099 3238 304 16
1171,1279 980 977 3565 1128 2159 672 2639 3667 2339
1172,3522 1957 1880 1100 52 2229 172 844 1275 3574
1173,2387 2457 280 3350 204 658 1615 3476 872 2128
1174,3683 1560 922 3142 2224 1591 2474 120 494 3131
1175,2966 3013 3628 2278 124 463 1831 3153 1316 1223
1176,2961 109 3462 601 2933 1956 1828 2256 3677 1859
1177,2210 271 1098 2439 1324 2495 117 1682 2981 3078
1178,2054 1887 2528 1315 1456 120 1560 382 183 986
1179,966 1996 818 3036 406 2048 3628 2474 771 1436
1180,1004 542 3077 2587 2592 2874 1892 2063 204 3489
1181,1754 2032 2257 2363 3425 405 2777 2892 427 702
1182,1746 2988 2617 1689 3668 3694 3424 3013 1354 1223
1183,2928 398 3053 1921 1216 1831 2732 2480 1007 182
1184,528 350 375 3473 3355 3220 2096 467 2674 2975
1185,576 1210 1007 3358 3435 1617 563 2218 1956 1248
1186,1560 1315 794 728 3527 573 1422 1052 2639 1470
1187,1859 1057 1296 2528 1376 790 3131 922 2256 2732
1188,764 1461 2146 2400 2510 1132 3367 2284 881 3526
1189,1609 2442 3062 349 271 136 1337 2357 2353 2629
1190,1573 452 2314 1007 3266 1868 3013 1245 2088 166
1191,1096 3367 1814 3414 2145 2217 1353 2507 972 398
1192,2148 2006 2991 2833 1796 124 3365 3126 36 1698
1193,37 2500 817 2773 2194 1193 1818 3327 166 3579
1194,452 71 1549 312 405 1902 802 1573 2814 1086
1195,3371 702 2338 3670 1337 1373 607 3124 44 1510
1196,1131 1546 1491 543 1086 2732 2928 1831 2210 640
1197,155 1787 1323 2222 3133 1672 1770 1809 1731 2048
1198,3671 1669 1993 1753 3053 944 2256 1798 1651 3215
1199,1471 2999 517 1892 3700 2239 583 2059 1137 233
1200,202 584 1490 1678 3448 1382 3474 561 3353 3402
1201,3669 1678 1040 3579 3306 859 2261 3235 3438 1341
1202,3597 2024 1781 1996 903 867 1844 2147 2308 3327
1203,2165 1536 1341 2274 384 398 2366 250 3311 802
1204,2354 264 650 2281 382 1827 1781 221 2774 1560
1205,3431 1470 2005 2068 3256 43 2342 1456 2643 361
1206,183 799 2980 640 1831 2314 1892 3020 2999 182
1207,2393 69 123 169 880 2070 772 1421 3665 2249
1208,2281 922 132 1315 1912 2402 2828 2492 1701 2227
1209,3198 2067 2784 2327 3692 1543 472 772 3022 1223
1210,1505 3317 36 3022 2745 1045 2534 467 2801 1607
1211,2015 1688 2108 3255 2 3253 3029 3476 3276 2107
1212,2500 2688 1919 2777 2991 2364 2354 485 1086 375
1213,2557 3269 597 1450 1390 3529 1470 2041 3647 3067
1214,3311 2613 300 1471 1004 3119 1309 3458 3299 2494
1215,1617 331 1529 672 2338 766 3327 1621 584 3036
1216,1002 922 1293 809 1975 1376 499 613 401 1379
1217,1400 2110 429 3600 3690 1422 1052 1633 2132 1377
1218,516 1850 2194 1809 3670 557 1341 1621 3367 1033
1219,2191 1037 802 1348 1086 1337 312 107 1868 810
1220,1369 2331 2626 1292 292 1078 1831 1001 3049 2874
1221,498 3644 3557 454 1057 2389 652 406 3151 184
1222,3677 481 361 783 990 1030 3600 989 2928 365
1223,2281 2048 1725 3628 1916 605 3074 1546 1178 289
1224,452 1086 989 1633 3431 802 2256 3677 120 246
1225,3597 760 2190 3075 188 476 2067 1775 2366 2510
1226,1439 22 3409 1186 211 164 309 1379 3595 611
1227,735 1666 2739 2240 1423 911 319 2681 3048 493
1228,3182 3007 405 185 1357 3032 1174 2354 1938 2641
1229,298 2579 3261 2308 1720 867 1788 3350 2457 2006
1230,3406 3133 2757 2432 1887 2132 2933 1470 2370 3119
1231,863 1808 1887 2732 1315 3059 1057 401 232 2327
1232,389 560 2364 2054 2389 1475 253 2646 1315 382
1233,3437 361 3353 437 1840 322 1341 3474 3535 3390
1234,2597 1054 1830 107 1300 584 617 2763 1848 160
1235,3402 2620 534 176 216 2722 382 3566 3403 795
1236,2153 926 29 3171 3528 3696 1645 1690 3609 917
1237,2480 2237 2713 3457 168 3107 3055 3513 3606 2379
1238,2784 3364 779 1332 1881 1052 3633 172 1639 3220
1239,1527 2041 2082 353 3658 96 680 2500 2158 1044
1240,28 2076 2570 2612 399 971 3013 2355 2782 1462
1241,3371 1096 1582 1493 2908 1516 621 1309 3231 1296
1242,3276 2185 2205 978 2653 3656 2636 1543 3187 2671
1243,132 710 2076 1924 85 1688 1858 790 392 2458
1244,3159 493 1429 3526 3673 1840 2076 3002 1328 2237
1245,2185 1545 3035 549 382 1956 304 188 1560 989
1246,1245 1668 989 1052 2132 3231 1820 465 2382 2370
1247,2314 124 2148 3473 463 1391 3151 3022 1583 1543
1248,472 2848 537 3698 3402 563 63 772 3334 132
1249,190 500 2036 1658 387 3216 1083 1296 892 887
1250,1809 2186 3694 1030 755 3613 989 2564 2574 1868
1251,799 3424 3035 2023 3344 1545 810 2849 2205 1272
1252,922 809 2991 2502 537 611 152 2648 2157 1822
1253,1560 3157 438 728 2858 578 1736 2484 1669 2256
1254,2054 1811 236 1859 3418 3692 3511 2194 1617 1640
1255,3352 1279 232 739 1337 2686 378 1366 1892 2284
1256,416 3272 472 3417 120 883 2402 2991 2528 2580
1257,640 687 2402 3153 409 42 1560 124 1659 1315
1258,2290 3059 489 169 3382 6 2534 2664 1057 3668
1259,962 3157 2643 506 166 1335 3345 300 3530 3335
1260,2980 398 2601 3587 141 1639 2289 2915 1678 3306
1261,221 569 1801 1508 2566 646 2718 1782 2221 3055
1262,1950 989 2574 472 2402 1543 3441 3116 461 3272
1263,802 1768 621 502 2190 3689 3333 3005 2136 3053
1264,2036 1030 2626 3066 12 1428 3023 971 3694 3150
1265,382 724 1801 2643 1475 3701 174 3111 3090 2185
1266,680 353 1044 99 2920 649 3345 2874 1004 3660
1267,1615 568 1916 1984 576 2409 1210 2340 1270 2993
1268,1481 136 1505 3456 2676 3159 2519 386 2474 2119
1269,1583 3022 1505 2784 389 2185 1337 3660 1868 1545
1270,680 1100 2780 459 1461 2887 3345 1959 1096 3532
1271,375 573 2281 3597 2256 1475 1956 2067 3367 1754
1272,1051 3677 512 2616 3656 648 3424 168 2215 166
1273,1709 3699 2555 2143 1461 509 878 1830 385 485
1274,3658 96 1111 182 113 2485 1617 2481 1825 331
1275,3238 2048 2136 3169 3349 2885 2186 2338 3472 650
1276,2172 728 2266 2933 69 3202 2692 741 2221 204
1277,3530 340 3055 300 270 2952 1777 1758 830 2643
1278,3493 2337 771 1962 2534 794 2389 772 2817 279
1279,3116 528 166 584 3463 1461 2218 719 3042 2960
1280,2670 2222 1248 1007 1861 1108 1216 331 1707 398
1281,3090 1337 2256 183 1633 3415 1984 465 905 3133
1282,512 2428 234 2916 1781 1560 2774 1371 3205 1032
1283,2908 605 3499 3409 1828 2282 124 138 883 2088
1284,174 402 3670 528 1830 2980 1858 3311 3656 584
1285,2630 3132 320 1039 922 2688 3125 3269 1583 458
1286,1519 2834 2804 700 1836 1092 888 1261 206 3182
1287,2606 1011 463 279 184 2493 3153 3659 2210 1013
1288,2501 799 1831 2688 1583 2784 3105 3428 3692 3353
1289,2060 2618 3194 1795 2397 2329 899 2136 1681 734
1290,1315 778 1669 573 1456 2068 2784 2128 1657 1279
1291,762 488 570 1246 232 3425 174 2763 1044 3371
1292,1169 2716 3358 2338 3333 1175 457 376 2877 2626
1293,1077 2510 772 3141 1831 3016 2210 2664 3125 1592
1294,1471 3327 1248 394 2920 1096 1018 1956 3203 2199
1295,2617 2515 3694 2616 3424 1086 2345 113 3606 2104
1296,512 650 794 1315 3157 2643 3701 2188 1736 653
1297,93 2493 124 69 462 1353 2900 372 1671 2024
1298,2679 2784 2578 640 1855 2354 890 353 2340 2145
1299,2730 632 1968 1935 22 2882 1394 2267 389 2771
1300,1505 36 3013 3153 2862 1316 3409 3537 2529 1777
1301,613 1915 539 2343 1956 1935 3215 1921 1211 1747
1302,3537 1688 2757 774 2515 463 2364 2900 2314 406
1303,472 2363 802 1545 1868 2561 312 1337 3406 3600
1304,2371 1340 2342 2050 96 16 3191 1252 119 2541
1305,1328 1365 189 109 82 3005 2732 472 1668 117
1306,1630 1096 1711 3406 436 750 2345 3142 3418 1314
1307,3614 1968 22 648 666 956 2960 333 2714 3537
1308,487 3133 184 2465 1309 3022 493 1315 1440 776
1309,3692 1614 1240 3298 2335 2774 877 1051 512 2063
1310,2340 501 1044 2993 1427 2480 331 3435 1081 1248
1311,298 3205 1201 1186 2127 1197 1216 3382 601 1652
1312,183 2410 980 2732 1376 2256 1083 2290 410 3668
1313,1210 283 2194 1445 3286 398 119 3215 1753 1216
1314,1033 2853 1878 1655 1758 20 488 762 1264 890
1315,1315 1782 3669 3116 1912 1428 1379 1376 2646 2219
1316,174 2541 333 584 2338 3262 2653 1376 1848 452
1317,2757 1211 2714 2297 640 2980 2626 138 3694 237
1318,2424 650 2354 3687 1315 1371 2916 1053 728 438
1319,3478 3533 3106 3617 2884 2634 1997 3683 1537 2258
1320,117 1410 1630 190 2931 3142 375 153 2600 3671
1321,2625 512 2281 382 2311 1475 901 1315 1371 107
1322,2443 3455 3116 1857 1724 1230 2876 338 2741 3278
1323,174 105 1270 2480 1248 182 2613 3435 1956 283
1324,3671 2686 2272 423 2458 3051 1753 2452 1045 3282
1325,3350 1996 2602 106 1524 1316 455 1811 1792 1560
1326,1583 2603 2688 2784 3022 2278 174 1044 1936 1573
1327,1464 1980 2227 952 2205 3124 978 2865 2363 2561
1328,3587 2175 382 1023 1490 216 849 2382 1454 3016
1329,674 2568 1543 1859 1706 1487 1296 6 1638 1952
1330,1052 176 2960 487 1560 2340 1427 501 1081 2450
1331,382 653 227 1502 3076 331 1477 188 3677 1690
1332,3133 1150 2768 1211 1275 3423 3534 2967 1058 467
1333,1337 3600 1179 2966 1428 2947 1950 3406 232 2844
1334,1677 2802 332 1968 1935 526 500 2946 2559 3411
1335,1086 2281 650 382 221 1573 1315 1560 1475 901
1336,1279 2054 2466 2817 2470 2457 1376 1887 2328 1382
1337,3306 295 1004 1149 1655 872 2915 1678 2460 3596
1338,1912 1840 12 2261 2466 2309 1807 2306 2956 1057
1339,709 2865 2518 1670 2363 1687 570 2476 801 1686
1340,1975 3379 1133 3116 1912 1386 2410 611 2502 2470
1341,801 312 3406 3600 3101 1691 1459 232 1754 3030
1342,145 1879 111 2774 724 809 2281 2549 2986 2342
1343,3227 1051 1464 427 517 1289 3020 380 1100 1652
1344,1617 799 3041 2194 1491 584 2980 2468 2757 2409
1345,1510 3371 99 802 1490 1099 2468 686 1788 2175
1346,3657 487 1746 1731 2617 1689 523 2048 2908 3021
1347,2950 832 2477 1413 799 512 3537 620 2009 10
1348,131 2117 438 1149 2794 337 2044 3235 625 1996
1349,793 2960 2175 717 950 2757 1731 165 3272 2988
1350,397 3435 1423 2754 3578 563 1044 104 1007 283
1351,482 1892 641 1491 1287 2140 155 2042 962 1671
1352,1462 15 2780 1100 324 1127 2874 915 339 1471
1353,3656 1337 304 1377 819 7 989 1956 2515 1568
1354,2354 2424 2774 1475 3157 3701 3431 2858 578 728
1355,2428 2281 650 264 3157 2643 728 1669 653 1032
1356,106 1828 2960 3432 3431 3465 382 3476 799 331
1357,2410 3142 453 654 1715 382 2510 190 1098 241
1358,2352 1223 3013 2116 3409 2564 523 779 1354 618
1359,2427 3382 1300 3406 1462 2615 831 568 1105 2084
1360,1546 1018 2073 2018 3629 523 485 1263 2999 1853
1361,1583 3529 237 2847 2745 1475 732 798 1039 36
1362,1316 2564 3153 3613 1543 3361 2500 854 304 3253
1363,2757 138 293 584 3441 640 476 3696 1186 1811
1364,28 829 3013 3272 2564 1360 236 1505 36 3409
1365,1959 2699 3020 23 1240 1648 2874 2063 3060 3696
1366,1607 928 876 394 1518 55 666 3381 94 1665
1367,3182 397 163 1174 3345 3002 680 1100 353 1885
1368,2910 528 150 1790 389 2777 3600 3192 452 2274
1369,3423 3390 350 2774 333 2084 1691 2376 1122 1459
1370,1678 3238 2980 3463 1840 2006 3335 176 482 584
1371,256 236 1614 3212 382 3562 1516 1831 785 476
1372,563 1924 186 409 1337 2129 2338 650 2354 640
1373,822 3692 1859 401 3131 3049 960 2630 502 1177
1374,3349 2541 2278 119 488 3238 3215 1849 1546 2326
1375,278 3587 1211 1919 2593 909 1316 938 1583 1956
1376,3526 1172 2493 2587 926 1502 2154 2709 1536 3489
1377,2812 617 208 1652 561 1546 160 1069 375 2187
1378,2339 785 1463 169 2129 3016 2277 1746 3441 790
1379,1830 3597 3669 166 534 1958 657 2146 2548 923
1380,2621 625 3228 1816 3113 2376 859 2980 1807 2140
1381,1048 1956 3349 1691 3628 933 1191 3049 1916 401
1382,2499 2062 1704 2202 1290 2782 967 2946 1174 3004
1383,1184 3579 246 2960 1558 166 530 3390 872 1615
1384,1252 664 3358 1956 1081 1498 292 2050 3511 1018
1385,1401 3142 228 3529 476 3694 1658 2366 779 741
1386,2306 3367 3402 856 790 3264 138 451 3523 748
1387,3311 2501 2210 1376 2630 2502 1102 922 2646 3125
1388,736 1741 2755 3602 438 3411 1905 2181 1187 1422
1389,609 3669 1191 1814 3513 625 872 398 2538 3168
1390,1328 944 1726 28 2593 1919 2099 2338 3432 3476
1391,2218 2485 501 2534 184 971 772 320 3529 1279
1392,221 622 1536 2281 1811 3489 1711 1775 421 3312
1393,3561 3537 10 3653 2293 3409 573 3426 2171 1360
1394,2457 37 530 1315 1615 1165 1667 883 382 819
1395,1406 2745 47 728 301 251 1713 2483 3381 751
1396,702 728 858 2006 463 2716 41 622 2528 120
1397,2237 1525 649 2018 2874 646 2494 339 3046 3049
1398,21 820 3483 1603 2418 2218 464 3569 3345 831
1399,994 2518 570 2345 1442 2023 3406 617 2082 163
1400,2830 1753 3705 2645 1030 2980 3528 1490 1960 2297
1401,1505 1086 755 983 3022 2297 1956 2044 1033 3363
1402,382 2774 1560 1315 1371 2572 3111 2920 2363 473
1403,132 372 1069 1881 941 1921 3633 1648 1456 1889
1404,3019 2379 467 3535 2917 1678 3474 3085 2306 2136
1405,454 1315 283 1099 3262 2626 109 1583 3529 2847
1406,2345 452 2688 1205 3013 152 1505 132 2327 3198
1407,1603 3161 457 2339 2146 2465 2379 3438 2397 3569
1408,37 863 3272 1083 3360 512 1315 2250 1808 12
1409,1978 2452 2261 1932 2155 1747 1216 2571 399 677
1410,762 1086 569 398 138 1304 1788 283 3327 2980
1411,3269 2988 2488 989 2528 2470 971 1376 3694 3692
1412,1801 810 702 3078 892 2128 463 1765 867 406
1413,1671 1193 2024 3527 872 1149 3513 2136 2622 3067
1414,2802 1181 309 423 135 2073 601 1083 1492 2256
1415,2402 1808 1858 3529 1593 3418 253 3298 2776 1011
1416,887 221 3157 1560 1053 1278 578 728 1669 2699
1417,2682 2402 2349 3153 3198 796 131 2468 2768 944
1418,3670 2323 2033 2060 994 2420 1245 3278 1288 3271
1419,1593 3428 1436 1720 2261 3475 3448 2236 3562 931
1420,3502 3022 2297 1583 3656 232 3406 1715 2564 741
1421,3116 1775 472 36 1033 168 933 1131 1678 67
1422,666 1149 3013 1505 2480 1081 1248 331 119 1328
1423,3390 3535 2844 1304 1720 1848 1807 809 561 598
1424,2528 467 3474 3402 1510 63 69 153 772 3218
1425,680 1920 1044 3318 3408 1108 1510 1686 543 584
1426,402 1494 3228 2306 88 216 530 1765 1699 883
1427,189 502 543 1546 3031 1505 36 2603 2745 3022
1428,3083 3187 717 2470 3224 3142 3272 1456 3448 402
1429,2960 96 3367 1950 1771 1937 1856 640 1375 1858
1430,1353 1840 3276 880 2406 561 2840 3646 1808 738
1431,2068 3256 3677 467 3551 365 1223 1316 741 3529
1432,639 352 1976 2741 15 316 1064 3648 8 1100
1433,3124 1297 1868 463 2162 1856 640 2541 3204 2980
1434,1652 1052 438 168 881 766 3584 625 1171 2215
1435,2645 2145 183 1014 1173 1094 2530 1443 105 3375
1436,1724 3705 3022 2874 81 3469 324 1462 2780 1127
1437,2068 1736 2470 2256 3066 2745 569 3551 93 452
1438,3472 1711 2646 1186 1039 3022 2535 3365 2662 2785
1439,2279 1978 2215 3606 1201 1258 2090 2343 625 2529
1440,283 3053 1248 2626 397 2468 2050 1007 2387 1831
1441,1198 2153 3000 1645 974 917 2556 653 3638 3609
1442,171 312 1868 1543 472 1223 1186 152 3198 2564
1443,650 3692 22 1887 1371 452 2763 512 152 944
1444,1781 305 1030 983 3051 755 1711 2654 894 1055
1445,3340 2917 2934 1240 372 784 2063 663 1391 1070
1446,3047 1424 1700 760 2918 3577 1351 646 2088 3247
1447,1690 3532 2763 2587 1233 3338 663 1051 3298 59
1448,2335 2402 3382 1213 813 132 147 406 2148 1039
1449,3153 3216 1583 2568 1811 1379 1140 3409 870 3456
1450,831 132 3644 966 537 3683 3227 499 1925 917
1451,2345 1889 623 1545 2892 452 560 1559 569 2653
1452,1086 650 2281 1573 221 2774 1560 1781 1371 1475
1453,3213 1240 474 3493 2452 3534 3107 3113 3047 1374
1454,2143 3335 3660 983 41 697 1248 1850 1939 1758
1455,2774 221 3157 1315 2572 3701 3061 3647 2858 1245
1456,1311 188 7 3628 1122 1672 3692 1246 3526 174
1457,3640 2673 2488 365 829 494 2349 1543 3199 1671
1458,2350 1885 2397 3179 1525 2338 646 3005 3550 3534
1459,452 2528 1775 622 1811 1186 604 2502 1593 1797
1460,2960 2140 1193 1227 2272 2898 2024 790 44 1816
1461,1947 2311 2774 2916 234 1560 2572 1315 1801 1371
1462,1086 1030 2817 2501 237 3528 2336 2366 463 1937
1463,2602 2510 1078 353 890 331 2480 2613 1617 1956
1464,1545 3035 171 617 3311 1091 1510 234 2528 2646
1465,2980 384 305 3141 1831 1859 2974 3349 937 2119
1466,2110 3656 429 1398 2345 1957 2340 2782 1160 717
1467,1814 806 1083 2688 1001 220 169 1711 707 640
1468,1316 3690 2005 1165 188 1781 2402 183 487 472
1469,2958 2985 1825 2125 1527 680 3266 96 890 2145
1470,1498 292 3220 2732 573 309 1964 3318 2485 3358
1471,570 3101 2023 3406 1246 232 2345 512 2354 650
1472,2500 1044 324 890 3371 563 3550 1617 331 1956
1473,232 3406 2510 1801 1545 3656 621 1073 165 58
1474,463 2857 1453 487 3317 1590 2534 124 2951 3424
1475,382 724 1781 1560 1801 2172 578 3205 2699 802
1476,1086 1122 1337 1691 2814 452 1595 1289 2176 1652
1477,1187 1711 3696 183 2229 3306 1678 1814 833 1501
1478,2502 3049 944 1001 1605 922 39 2148 2626 2774
1479,1703 3133 2912 1809 717 3016 3694 476 1140 1560
1480,1099 2068 2688 1912 3437 3161 2500 1963 2402 1670
1481,1315 438 3205 3479 1887 2639 1820 3677 467 1350
1482,2630 174 1337 1086 2162 2561 427 3341 1956 3022
1483,1481 613 1707 3423 2056 82 3269 1366 1459 3365
1484,3375 206 2060 994 2584 3588 1795 2259 3355 1116
1485,724 382 2572 3111 1426 2185 3168 1869 3119 3133
1486,739 3306 1678 2376 331 817 3438 175 3116 2371
1487,1619 797 3007 983 1518 734 2181 394 3231 1672
1488,528 2527 1591 2275 2593 708 96 1984 3209 1429
1489,1914 2780 1692 1956 1814 2999 1892 2597 1471 2956
1490,628 2158 1773 1527 1619 2041 96 2354 2145 879
1491,3439 3083 2504 569 389 3628 1887 1822 1442 2281
1492,1462 213 3161 1518 2420 3658 884 879 3002 1171
1493,1014 1400 1020 1887 2639 2132 2933 482 1350 2342
1494,1490 1746 1211 3694 2745 237 2860 2847 476 1039
